timestamps,TP9,AF7,AF8,TP10,Right AUX
1578400662.820,37.598,46.387,33.691,38.086,34.180
1578400662.823,42.480,49.805,44.434,38.574,69.336
1578400662.827,35.156,46.875,37.598,34.668,63.965
1578400662.831,29.297,42.969,37.598,37.598,-5.371
1578400662.835,26.855,39.062,41.992,35.645,-20.020
1578400662.839,34.668,44.922,36.621,32.715,22.461
1578400662.843,48.340,45.410,29.785,34.668,15.137
1578400662.847,51.270,42.969,29.785,39.062,7.324
1578400662.851,41.992,43.457,34.180,45.898,24.414
1578400662.855,36.133,39.551,35.156,44.434,8.301
1578400662.859,35.156,40.527,36.621,34.668,-26.367
1578400662.862,40.527,43.457,36.621,32.227,2.441
1578400662.866,41.992,42.480,35.645,34.668,6.836
1578400662.870,37.598,40.527,35.645,35.156,20.996
1578400662.874,33.203,41.504,36.133,33.691,37.598
1578400662.878,28.809,42.480,32.715,30.273,73.730
1578400662.882,40.527,38.086,24.414,32.227,73.730
1578400662.886,45.898,38.574,25.879,34.180,39.551
1578400662.890,38.086,41.504,27.832,33.691,22.461
1578400662.894,30.273,36.133,27.832,33.691,-1.953
1578400662.898,30.273,30.762,31.738,27.344,-25.391
1578400662.902,33.203,35.156,28.809,22.949,-7.324
1578400662.905,36.133,37.109,30.273,31.250,48.340
1578400662.909,32.715,39.551,33.691,38.574,22.949
1578400662.913,22.949,41.992,32.715,38.574,7.812
1578400662.917,22.461,35.156,30.273,28.320,14.160
1578400662.921,34.180,35.156,29.785,24.414,40.527
1578400662.925,45.898,42.480,34.668,36.133,59.570
1578400662.929,36.133,40.039,39.551,36.133,12.207
1578400662.933,24.414,33.203,40.527,35.156,-17.578
1578400662.937,30.762,37.109,39.551,35.645,22.949
1578400662.941,41.016,37.109,39.062,34.180,4.883
1578400662.945,49.805,36.133,38.086,40.039,-2.441
1578400662.948,47.852,35.156,37.598,41.016,20.996
1578400662.952,34.180,31.250,36.133,31.738,21.484
1578400662.956,30.762,28.809,38.574,30.762,74.219
1578400662.960,37.598,26.367,41.504,29.297,118.652
1578400662.964,47.363,36.621,38.574,28.320,120.605
1578400662.968,45.898,42.480,36.133,39.062,74.707
1578400662.972,33.691,33.691,41.016,42.480,23.438
1578400662.976,29.785,34.180,37.598,39.551,8.301
1578400662.980,33.203,37.598,28.809,33.691,-36.133
1578400662.984,39.062,45.898,33.203,30.762,-27.344
1578400662.987,43.457,44.922,36.133,40.039,25.879
1578400662.991,41.992,30.762,33.691,48.828,49.316
1578400662.995,29.785,29.297,34.668,40.527,8.789
1578400662.999,18.555,31.250,32.715,23.438,7.812
1578400663.003,28.320,27.832,30.273,20.996,37.109
1578400663.007,34.180,30.273,34.180,25.879,25.391
1578400663.011,27.832,37.109,37.109,29.785,31.250
1578400663.015,22.461,39.551,39.551,29.297,60.059
1578400663.019,25.391,37.598,34.180,20.996,88.867
1578400663.023,30.762,35.156,28.809,22.461,54.199
1578400663.027,30.762,36.621,29.785,28.320,30.762
1578400663.030,23.926,38.086,28.320,31.738,61.035
1578400663.034,19.043,34.668,23.926,26.855,78.125
1578400663.038,24.902,32.227,27.832,21.973,55.176
1578400663.042,44.434,36.133,28.320,27.344,46.875
1578400663.046,53.711,42.480,21.484,32.227,69.336
1578400663.050,46.387,37.598,28.320,40.039,73.730
1578400663.054,38.574,35.156,32.715,45.410,84.473
1578400663.058,34.180,41.504,29.785,37.598,94.727
1578400663.062,40.527,43.945,30.762,33.203,112.305
1578400663.066,47.852,40.527,27.344,34.668,100.586
1578400663.070,42.480,41.016,28.809,40.527,34.180
1578400663.073,40.039,39.551,30.762,45.898,7.324
1578400663.077,45.410,36.133,29.297,44.434,66.895
1578400663.081,59.082,36.621,32.227,46.875,117.676
1578400663.085,61.035,37.598,35.645,50.293,71.289
1578400663.089,50.781,36.621,33.203,50.293,15.625
1578400663.093,40.527,30.273,33.203,50.293,43.457
1578400663.097,35.156,29.297,36.621,43.945,35.645
1578400663.101,41.992,36.621,38.086,41.992,-0.977
1578400663.105,50.293,38.574,39.062,50.293,32.227
1578400663.109,48.340,34.668,36.133,50.781,6.348
1578400663.112,39.062,38.086,32.715,41.992,12.695
1578400663.116,34.668,36.621,36.133,34.668,39.551
1578400663.120,38.574,37.109,41.992,34.668,-32.715
1578400663.124,40.527,41.992,36.621,35.645,15.137
1578400663.128,34.668,37.598,33.691,36.133,52.734
1578400663.132,26.367,31.250,37.598,35.156,-6.348
1578400663.136,24.902,35.645,39.551,29.785,-12.207
1578400663.140,34.668,42.480,39.062,26.367,0.977
1578400663.144,45.898,45.410,36.621,26.855,13.672
1578400663.148,49.316,51.270,37.598,37.598,4.395
1578400663.152,42.480,48.828,40.039,46.875,26.367
1578400663.155,31.738,43.945,37.109,39.062,53.223
1578400663.159,32.715,39.062,34.668,35.645,54.688
1578400663.163,38.086,32.227,40.039,40.039,18.555
1578400663.167,37.109,35.645,39.551,44.434,8.789
1578400663.171,33.691,39.062,39.062,49.316,55.664
1578400663.175,31.738,38.086,41.016,43.457,62.500
1578400663.179,33.691,36.621,32.715,31.738,24.414
1578400663.183,38.574,37.109,34.180,28.320,4.395
1578400663.187,42.480,42.969,38.086,33.691,60.059
1578400663.191,35.645,43.457,39.551,36.621,75.684
1578400663.195,27.344,38.574,40.039,33.691,15.137
1578400663.198,29.785,38.086,38.086,31.250,5.371
1578400663.202,36.133,42.480,37.109,24.414,21.973
1578400663.206,39.062,41.016,37.109,23.926,39.062
1578400663.210,34.668,37.109,38.086,28.809,47.363
1578400663.214,27.832,34.668,40.527,27.344,-28.320
1578400663.218,26.855,32.227,42.480,20.020,-33.691
1578400663.222,33.203,31.250,44.434,19.043,23.926
1578400663.226,31.738,34.180,37.598,21.973,64.453
1578400663.230,23.926,29.297,26.855,23.438,68.848
1578400663.234,23.926,27.832,32.227,30.273,34.180
1578400663.237,26.367,36.133,36.133,25.879,31.738
1578400663.241,34.180,39.551,40.039,21.973,55.176
1578400663.245,48.340,34.668,41.992,34.668,86.914
1578400663.249,38.574,28.809,33.691,36.133,95.703
1578400663.253,26.855,32.227,31.738,35.156,100.098
1578400663.257,28.320,38.086,35.156,34.668,63.477
1578400663.261,40.039,42.480,32.227,28.809,1.465
1578400663.265,51.270,38.086,33.691,32.715,27.832
1578400663.269,46.387,39.062,37.109,40.527,50.293
1578400663.273,42.480,45.410,40.527,45.898,33.203
1578400663.277,35.156,31.738,41.016,45.410,-6.836
1578400663.280,39.062,26.855,39.551,41.992,5.859
1578400663.284,49.805,41.504,41.504,41.504,102.051
1578400663.288,40.527,41.992,44.434,44.434,68.359
1578400663.292,29.785,37.598,44.922,37.598,21.484
1578400663.296,30.273,38.086,42.480,33.691,61.035
1578400663.300,38.086,44.922,40.039,36.133,40.527
1578400663.304,47.363,52.734,41.016,34.668,12.695
1578400663.308,43.945,49.316,43.457,35.645,27.344
1578400663.312,35.156,41.504,45.410,33.691,10.742
1578400663.316,29.785,40.039,43.945,27.344,1.953
1578400663.320,32.715,46.387,39.062,20.508,-13.672
1578400663.323,41.016,46.387,41.504,23.926,-34.180
1578400663.327,44.922,41.992,34.668,35.156,0.000
1578400663.331,40.039,40.527,24.902,35.645,34.180
1578400663.335,32.227,41.504,27.832,22.461,47.363
1578400663.339,27.832,45.898,25.879,6.836,65.918
1578400663.343,33.691,48.828,30.273,16.113,96.191
1578400663.347,36.621,46.875,33.691,30.273,42.480
1578400663.351,27.344,40.527,34.668,26.855,18.555
1578400663.355,26.367,37.109,37.109,27.832,102.051
1578400663.359,28.809,43.945,36.133,26.855,109.863
1578400663.362,35.156,43.945,39.551,30.273,61.523
1578400663.366,39.062,40.527,38.086,35.156,38.086
1578400663.370,31.250,38.574,37.109,32.227,29.785
1578400663.374,28.809,38.574,38.086,35.645,56.152
1578400663.378,32.715,36.133,38.574,34.180,21.484
1578400663.382,44.922,39.551,44.922,29.297,33.691
1578400663.386,51.758,41.992,43.945,37.598,40.527
1578400663.390,45.410,34.180,36.621,46.387,-2.441
1578400663.394,36.621,37.109,36.621,42.480,20.020
1578400663.398,35.156,37.598,39.062,35.645,12.207
1578400663.402,43.457,41.504,43.457,34.668,12.207
1578400663.405,52.734,46.875,41.016,36.621,38.086
1578400663.409,48.340,41.992,36.621,39.551,-1.953
1578400663.413,39.551,45.898,35.645,36.621,-43.457
1578400663.417,42.480,43.945,35.156,31.250,-18.555
1578400663.421,50.293,38.574,32.715,30.273,41.504
1578400663.425,53.223,40.039,29.785,28.320,16.113
1578400663.429,47.852,44.922,28.809,30.273,20.508
1578400663.433,35.156,43.945,33.203,32.227,51.758
1578400663.437,24.414,40.527,38.574,28.320,46.875
1578400663.441,33.691,38.086,39.551,26.855,75.684
1578400663.445,42.969,36.133,40.039,28.809,60.059
1578400663.448,38.574,32.715,39.062,34.668,30.273
1578400663.452,33.203,29.785,38.574,36.133,57.129
1578400663.456,31.738,38.086,38.574,35.156,88.867
1578400663.460,37.109,48.340,32.715,34.668,72.754
1578400663.464,43.945,53.711,32.227,38.086,47.363
1578400663.468,38.574,53.223,34.180,43.457,22.949
1578400663.472,25.879,43.457,32.715,37.109,8.301
1578400663.476,26.855,43.457,33.203,29.785,50.781
1578400663.480,33.691,44.922,38.574,29.785,35.645
1578400663.484,37.598,37.598,40.527,31.738,-18.555
1578400663.487,39.062,36.133,42.480,38.574,39.062
1578400663.491,36.133,33.691,45.898,47.363,35.156
1578400663.495,35.645,35.156,38.086,41.992,6.348
1578400663.499,42.969,40.527,37.109,35.645,-17.090
1578400663.503,53.223,42.480,38.086,31.738,-17.578
1578400663.507,50.293,41.504,28.320,29.297,49.805
1578400663.511,40.527,37.598,30.762,31.250,64.941
1578400663.515,38.086,31.250,39.062,31.738,27.832
1578400663.519,36.133,33.691,38.086,31.250,70.801
1578400663.523,39.062,38.574,32.227,32.227,54.199
1578400663.527,41.016,42.480,32.227,32.227,17.578
1578400663.530,37.598,42.480,42.480,32.715,47.363
1578400663.534,34.180,39.062,41.504,29.297,39.062
1578400663.538,41.016,39.551,37.598,30.762,20.020
1578400663.542,53.223,43.457,35.156,34.668,26.855
1578400663.546,51.270,43.457,32.227,36.133,84.961
1578400663.550,41.504,45.410,36.133,38.574,80.566
1578400663.554,37.109,42.480,33.203,38.086,27.344
1578400663.558,38.086,35.156,32.715,35.156,-13.672
1578400663.562,41.504,43.457,36.621,35.645,-15.625
1578400663.566,44.922,48.828,35.156,43.945,39.551
1578400663.570,39.551,41.504,33.691,45.410,64.453
1578400663.573,35.156,37.109,31.738,43.945,66.895
1578400663.577,41.992,35.156,29.785,45.410,61.035
1578400663.581,50.293,35.156,33.203,41.504,82.031
1578400663.585,51.270,31.250,40.527,41.504,41.992
1578400663.589,45.898,32.227,41.992,47.852,24.902
1578400663.593,38.086,34.180,37.598,47.363,30.273
1578400663.597,39.551,31.738,39.551,40.039,47.363
1578400663.601,49.805,37.598,40.039,37.598,8.789
1578400663.605,55.176,39.062,33.691,35.645,-20.020
1578400663.609,53.223,40.527,31.738,38.086,8.789
1578400663.612,42.969,37.598,32.227,41.992,18.066
1578400663.616,36.621,34.668,30.273,34.180,26.855
1578400663.620,41.016,40.527,26.855,30.762,9.766
1578400663.624,41.992,46.387,28.320,34.180,12.207
1578400663.628,31.250,39.551,33.203,36.621,30.762
1578400663.632,19.531,25.879,37.598,36.133,33.691
1578400663.636,22.461,25.391,42.969,36.133,-38.086
1578400663.640,31.250,38.086,43.457,32.715,-4.883
1578400663.644,37.109,39.062,38.086,32.715,9.766
1578400663.648,38.086,31.250,34.668,41.016,-26.367
1578400663.652,31.250,29.297,37.598,41.992,51.270
1578400663.655,28.320,33.203,37.598,39.062,56.152
1578400663.659,33.203,37.109,41.016,32.715,79.590
1578400663.663,42.480,37.598,48.340,36.133,110.840
1578400663.667,46.387,29.785,46.875,40.039,46.875
1578400663.671,35.645,18.555,38.086,35.645,16.113
1578400663.675,29.297,28.320,36.621,39.062,-49.805
1578400663.679,33.203,34.668,34.668,33.203,-11.719
1578400663.683,40.527,32.227,31.738,23.926,38.574
1578400663.687,44.434,39.062,34.180,34.668,5.859
1578400663.691,35.645,40.527,28.809,41.016,16.602
1578400663.695,28.320,39.551,32.715,32.715,37.109
1578400663.698,31.250,40.039,35.645,27.344,59.570
1578400663.702,35.156,40.039,34.668,29.785,-0.977
1578400663.706,31.250,33.691,36.133,30.762,0.000
1578400663.710,22.461,25.879,30.762,26.367,42.480
1578400663.714,20.020,32.715,25.391,24.414,52.734
1578400663.718,30.762,37.598,22.461,24.902,30.273
1578400663.722,39.062,29.785,31.250,23.438,41.016
1578400663.726,31.250,31.250,32.227,19.043,52.734
1578400663.730,26.855,33.691,24.902,20.508,24.414
1578400663.734,26.367,33.691,25.391,23.926,105.957
1578400663.737,17.578,33.691,33.203,19.531,100.098
1578400663.741,17.090,29.785,38.574,11.230,27.832
1578400663.745,21.484,33.203,35.645,16.113,45.898
1578400663.749,20.996,33.691,40.039,30.762,46.387
1578400663.753,19.531,33.691,42.480,32.715,20.508
1578400663.757,20.020,35.156,41.504,28.320,30.762
1578400663.761,25.391,32.715,41.992,29.297,57.129
1578400663.765,32.715,27.832,39.551,32.715,54.688
1578400663.769,32.715,24.414,40.527,45.898,-19.531
1578400663.773,30.762,23.438,47.852,51.270,35.156
1578400663.777,32.715,33.691,41.504,40.527,46.387
1578400663.780,44.922,41.016,38.086,38.574,44.922
1578400663.784,51.270,38.574,42.480,41.504,116.211
1578400663.788,41.504,37.598,43.457,41.016,53.223
1578400663.792,37.598,38.086,41.992,41.992,25.879
1578400663.796,39.551,38.574,38.086,35.645,26.855
1578400663.800,45.898,35.156,37.109,25.391,43.457
1578400663.804,57.129,36.133,42.969,27.344,18.555
1578400663.808,51.270,42.969,40.527,34.668,20.508
1578400663.812,40.527,42.969,35.156,40.039,41.992
1578400663.816,39.062,39.062,35.156,33.691,11.719
1578400663.820,40.039,40.039,32.227,22.461,35.156
1578400663.823,41.504,36.133,33.691,31.738,83.008
1578400663.827,44.922,34.668,37.109,41.504,83.008
1578400663.831,36.621,37.109,30.273,32.227,47.363
1578400663.835,31.738,27.344,29.785,30.273,40.527
1578400663.839,40.039,24.902,31.738,33.691,24.414
1578400663.843,45.410,31.250,30.762,36.621,5.371
1578400663.847,44.434,32.715,39.551,41.016,39.551
1578400663.851,36.621,36.621,41.016,41.504,41.992
1578400663.855,33.691,41.016,38.086,41.504,4.883
