timestamps,TP9,AF7,AF8,TP10,Right AUX
1578400989.437,37.598,38.086,33.691,33.203,96.191
1578400989.441,34.180,30.762,34.668,46.387,90.820
1578400989.445,32.715,33.691,38.086,51.758,19.531
1578400989.448,34.180,38.086,36.133,42.969,20.508
1578400989.452,41.016,33.203,26.367,37.598,-7.324
1578400989.456,43.457,35.645,29.785,40.039,-5.371
1578400989.460,39.062,36.621,39.551,41.992,0.000
1578400989.464,35.156,33.691,47.852,42.480,11.230
1578400989.468,38.574,42.969,51.758,34.180,2.930
1578400989.472,42.480,45.410,46.387,32.715,-14.648
1578400989.476,45.898,44.922,41.504,40.039,2.930
1578400989.480,47.852,45.410,38.574,41.504,36.621
1578400989.484,25.879,38.574,34.668,35.156,66.895
1578400989.487,21.973,35.645,34.668,32.715,57.129
1578400989.491,54.199,42.969,30.762,36.621,-11.230
1578400989.495,58.594,47.852,26.855,39.062,-43.457
1578400989.499,48.828,44.434,31.738,41.992,-16.602
1578400989.503,40.039,43.457,42.480,45.410,20.996
1578400989.507,33.691,38.086,41.016,35.156,55.664
1578400989.511,39.062,31.738,33.203,25.391,36.621
1578400989.515,49.805,35.156,32.227,37.109,-10.254
1578400989.519,46.387,39.551,38.086,39.551,4.883
1578400989.523,37.598,35.156,40.527,40.527,0.488
1578400989.527,36.621,29.297,40.039,39.062,46.875
1578400989.530,42.480,34.180,38.574,35.645,52.734
1578400989.534,48.828,38.086,38.086,41.992,32.227
1578400989.538,42.480,33.691,42.969,42.969,101.074
1578400989.542,24.414,29.297,41.992,41.016,83.008
1578400989.546,14.160,25.391,37.598,41.504,36.621
1578400989.550,20.508,27.344,29.297,32.715,68.848
1578400989.554,41.504,39.551,22.949,33.203,53.223
1578400989.558,55.176,45.898,30.762,41.992,7.324
1578400989.562,53.711,39.062,40.039,43.945,16.113
1578400989.566,37.109,37.109,40.527,35.645,20.020
1578400989.570,24.902,40.039,39.062,30.273,26.367
1578400989.573,33.203,41.992,45.410,37.109,53.711
1578400989.577,37.598,41.504,44.434,40.527,16.602
1578400989.581,19.043,32.227,36.133,31.738,76.172
1578400989.585,19.043,31.250,38.574,30.273,73.730
1578400989.589,41.992,38.574,35.645,34.180,27.344
1578400989.593,45.898,37.109,40.039,43.945,49.805
1578400989.597,45.410,30.762,41.016,43.945,24.902
1578400989.601,41.504,28.809,39.062,45.898,10.742
1578400989.605,29.785,35.645,45.410,47.852,53.223
1578400989.609,26.855,31.250,37.598,39.062,23.926
1578400989.612,24.414,23.926,29.785,31.250,-19.531
1578400989.616,24.414,25.391,33.691,32.227,49.805
1578400989.620,25.391,28.809,35.156,40.527,73.730
1578400989.624,33.203,25.391,38.086,42.480,33.691
1578400989.628,36.133,23.926,35.156,33.203,19.043
1578400989.632,39.551,32.715,31.738,33.203,12.695
1578400989.636,46.387,32.715,30.762,41.992,3.418
1578400989.640,46.387,35.156,29.297,43.945,9.277
1578400989.644,39.062,33.203,32.227,36.621,22.461
1578400989.648,16.602,25.391,27.344,24.902,50.293
1578400989.652,21.484,27.832,25.879,18.066,81.055
1578400989.655,44.434,31.738,32.715,24.414,86.426
1578400989.659,39.551,33.691,30.273,32.227,39.551
1578400989.663,31.250,33.203,28.320,24.902,76.172
1578400989.667,32.715,33.691,36.133,32.227,28.320
1578400989.671,41.504,37.109,45.410,41.016,16.113
1578400989.675,50.293,35.645,37.109,32.715,70.801
1578400989.679,33.691,33.203,26.367,29.785,10.742
1578400989.683,28.320,28.320,32.715,36.133,-18.555
1578400989.687,23.926,28.320,37.598,30.273,-2.441
1578400989.691,26.855,34.180,35.645,25.879,-3.906
1578400989.695,44.922,30.762,38.086,30.762,-21.484
1578400989.698,43.945,30.273,42.480,40.527,17.578
1578400989.702,31.250,33.203,38.574,39.551,39.551
1578400989.706,27.832,34.668,37.598,27.832,28.320
1578400989.710,39.062,29.785,39.551,35.156,-6.348
1578400989.714,52.734,36.621,35.156,33.203,18.066
1578400989.718,44.922,41.504,37.598,31.250,58.594
1578400989.722,35.156,32.715,38.086,40.527,1.953
1578400989.726,39.551,34.180,37.598,36.621,-34.668
1578400989.730,46.875,37.598,37.109,29.297,-17.578
1578400989.734,58.594,44.922,39.551,31.738,27.344
1578400989.737,45.410,43.945,35.645,31.738,53.711
1578400989.741,36.133,33.203,32.227,30.273,52.734
1578400989.745,37.598,32.227,39.551,31.250,84.473
1578400989.749,37.109,31.250,44.434,34.668,86.914
1578400989.753,41.504,34.180,40.039,40.039,50.293
1578400989.757,40.039,40.527,32.227,38.086,24.902
1578400989.761,34.180,34.668,36.621,42.969,16.602
1578400989.765,31.738,35.156,41.992,41.504,0.000
1578400989.769,36.133,34.180,36.133,34.180,-16.602
1578400989.773,41.016,28.320,31.250,39.551,22.949
1578400989.777,45.898,24.902,35.645,41.504,50.781
1578400989.780,41.992,23.926,37.109,37.598,41.016
1578400989.784,33.691,27.832,38.086,36.133,35.645
1578400989.788,33.691,25.391,41.016,35.156,70.312
1578400989.792,48.340,34.668,41.016,33.203,90.332
1578400989.796,65.918,42.480,41.992,39.062,55.176
1578400989.800,51.270,32.227,36.621,38.574,22.949
1578400989.804,39.551,30.273,36.621,35.645,26.367
1578400989.808,47.852,32.715,39.551,31.738,62.012
1578400989.812,46.387,38.574,38.086,31.738,31.738
1578400989.816,44.434,41.016,36.621,43.945,-24.414
1578400989.820,39.062,41.504,37.109,46.387,30.273
1578400989.823,30.762,47.363,41.016,31.250,38.086
1578400989.827,19.531,43.457,40.527,18.555,-34.668
1578400989.831,17.090,35.645,37.109,27.832,-35.645
1578400989.835,27.344,37.109,33.203,28.809,10.254
1578400989.839,25.391,37.109,28.320,26.855,41.016
1578400989.843,25.879,37.109,29.785,40.039,30.273
1578400989.847,24.414,35.645,32.227,51.758,28.809
1578400989.851,33.203,33.203,35.645,45.898,36.133
1578400989.855,45.410,43.945,35.156,41.992,65.918
1578400989.859,45.410,46.387,34.180,41.992,57.129
1578400989.862,43.457,38.086,26.367,38.574,31.738
1578400989.866,48.828,43.457,22.949,38.086,22.461
1578400989.870,58.105,47.852,27.832,30.273,-38.574
1578400989.874,71.289,53.223,30.762,33.691,8.789
1578400989.878,69.336,54.688,29.785,41.504,91.309
1578400989.882,57.617,48.828,34.180,45.898,103.027
1578400989.886,52.246,41.504,39.551,42.969,101.074
1578400989.890,31.250,38.574,29.297,32.715,29.297
1578400989.894,32.227,44.434,26.367,34.668,22.949
1578400989.898,43.945,42.969,36.621,51.758,86.914
1578400989.902,41.016,33.203,38.086,48.340,41.016
1578400989.905,26.855,32.715,34.668,41.504,49.805
1578400989.909,40.527,38.086,34.180,47.363,38.574
1578400989.913,60.547,45.410,35.156,42.480,-24.414
1578400989.917,57.129,49.805,39.062,42.480,14.648
1578400989.921,38.574,42.969,35.156,45.410,-1.953
1578400989.925,27.344,33.691,33.691,41.504,-25.879
1578400989.929,34.180,30.273,36.621,39.062,-0.488
1578400989.933,37.109,37.598,33.691,45.410,13.184
1578400989.937,38.086,41.504,28.809,50.781,34.668
1578400989.941,41.504,41.016,25.391,57.617,55.176
1578400989.945,44.922,36.133,27.344,52.246,30.762
1578400989.948,43.945,29.785,35.645,42.969,17.090
1578400989.952,56.152,41.016,37.598,50.781,48.340
1578400989.956,53.711,41.504,31.738,43.945,24.414
1578400989.960,31.738,34.668,33.691,33.203,14.648
1578400989.964,22.461,39.551,34.668,32.227,3.418
1578400989.968,32.227,40.039,32.715,36.133,39.551
1578400989.972,40.039,42.969,37.109,33.691,35.156
1578400989.976,48.340,44.434,40.039,32.715,27.832
1578400989.980,51.270,43.457,43.945,47.363,50.293
1578400989.984,23.438,40.039,38.574,46.875,62.500
1578400989.987,22.461,30.273,27.832,33.691,36.133
1578400989.991,58.105,32.227,37.109,33.691,17.578
1578400989.995,58.105,39.551,41.016,39.062,10.742
1578400989.999,53.223,36.621,35.156,39.062,19.043
1578400990.003,50.293,37.598,36.621,41.992,48.340
1578400990.007,38.086,38.574,39.062,40.039,50.781
1578400990.011,42.480,39.062,37.598,34.180,1.953
1578400990.015,46.875,47.852,38.574,29.297,22.461
1578400990.019,31.250,45.898,37.598,28.320,122.559
1578400990.023,28.809,40.039,37.109,37.598,78.613
1578400990.027,26.855,38.086,37.109,34.668,9.766
1578400990.030,35.645,33.203,35.645,36.621,14.160
1578400990.034,57.129,33.203,32.227,47.363,15.137
1578400990.038,43.457,43.457,29.297,33.691,32.715
1578400990.042,27.344,42.480,29.297,31.250,45.898
1578400990.046,29.785,29.785,25.879,30.273,13.672
1578400990.050,36.133,29.297,30.273,18.066,-9.277
1578400990.054,40.039,36.133,27.832,24.902,-24.414
1578400990.058,42.480,38.086,27.832,28.320,21.973
1578400990.062,39.062,36.133,35.645,32.227,60.547
1578400990.066,34.668,35.645,35.156,40.527,40.527
1578400990.070,38.086,34.668,36.621,34.180,-1.953
1578400990.073,44.434,38.574,35.156,31.738,9.766
1578400990.077,50.781,44.922,35.645,34.668,68.848
1578400990.081,49.805,42.969,36.133,41.992,83.008
1578400990.085,33.203,32.715,34.180,36.621,90.820
1578400990.089,30.273,33.691,33.691,26.855,44.922
1578400990.093,43.457,40.039,29.785,33.203,22.949
1578400990.097,44.922,41.992,32.227,37.109,61.523
1578400990.101,43.945,43.457,36.621,35.156,21.973
1578400990.105,41.504,38.086,35.645,34.668,-12.695
1578400990.109,34.180,34.180,33.691,30.273,-14.648
1578400990.112,38.086,40.039,39.062,25.879,-10.742
1578400990.116,29.785,38.086,36.133,31.738,-6.348
1578400990.120,22.949,29.785,27.344,36.621,52.246
1578400990.124,26.855,31.250,28.320,32.715,49.316
1578400990.128,21.484,36.133,31.250,30.273,62.988
1578400990.132,41.016,35.156,36.621,36.133,60.059
1578400990.136,53.711,37.109,37.598,42.480,28.320
1578400990.140,52.246,36.133,37.598,50.781,56.641
1578400990.144,40.527,31.250,37.598,45.898,34.180
1578400990.148,35.645,32.715,36.133,33.691,-34.180
1578400990.152,39.062,39.551,43.945,40.527,3.906
1578400990.155,42.480,41.016,47.852,46.875,-3.906
1578400990.159,48.828,38.086,39.551,39.062,33.691
1578400990.163,21.484,33.691,32.227,39.551,77.148
1578400990.167,7.812,27.344,34.180,41.504,17.578
1578400990.171,44.434,28.320,39.551,36.133,44.922
1578400990.175,53.711,41.992,35.156,36.133,48.828
1578400990.179,43.945,46.387,28.809,38.086,85.449
1578400990.183,21.973,40.039,36.621,43.945,106.445
1578400990.187,36.133,36.621,45.410,46.875,15.625
1578400990.191,32.227,28.809,34.180,37.109,-3.906
1578400990.195,42.480,38.086,26.855,38.574,33.203
1578400990.198,29.785,47.852,36.133,32.715,47.363
1578400990.202,15.625,39.062,39.551,38.086,35.156
1578400990.206,71.777,42.969,35.156,57.129,41.016
1578400990.210,54.199,48.828,36.621,41.992,55.664
1578400990.214,23.926,44.922,41.016,23.926,60.059
1578400990.218,55.664,52.734,44.434,42.480,38.574
1578400990.222,43.457,54.199,42.969,42.480,44.434
1578400990.226,13.672,40.527,36.621,29.297,59.570
1578400990.230,34.180,41.504,33.691,26.855,-8.301
1578400990.234,40.527,46.875,34.180,20.996,-6.348
1578400990.237,44.434,41.992,33.203,20.508,62.012
1578400990.241,-43.945,37.109,33.203,18.555,59.570
1578400990.245,-25.391,30.762,34.668,23.926,54.199
1578400990.249,89.844,34.668,30.762,24.414,30.762
1578400990.253,58.105,41.016,31.738,22.949,47.363
1578400990.257,51.270,38.086,31.250,33.203,74.707
1578400990.261,61.523,27.832,23.438,36.133,36.621
1578400990.265,55.176,31.738,25.879,33.203,18.555
1578400990.269,44.922,25.879,35.645,35.156,11.230
1578400990.273,58.105,25.391,30.273,35.156,40.039
1578400990.277,60.059,41.016,26.855,42.480,26.855
1578400990.280,48.828,42.969,26.855,47.852,53.223
1578400990.284,50.781,35.645,26.367,51.270,56.641
1578400990.288,62.500,32.227,31.738,43.457,27.832
1578400990.292,70.801,33.691,25.879,31.250,44.922
1578400990.296,47.363,40.527,23.926,28.809,18.066
1578400990.300,41.504,38.574,26.367,32.227,46.387
1578400990.304,58.594,37.109,27.832,37.598,50.781
1578400990.308,54.688,45.898,27.344,34.668,-4.395
1578400990.312,43.945,39.551,28.809,38.086,-9.766
1578400990.316,50.781,40.527,32.715,37.109,31.250
1578400990.320,66.406,44.434,37.109,37.598,47.852
1578400990.323,53.711,39.062,33.203,36.621,46.387
1578400990.327,46.875,35.645,26.367,36.133,90.820
1578400990.331,54.199,33.203,32.227,38.086,82.031
1578400990.335,46.875,38.574,37.109,38.086,36.133
1578400990.339,42.969,37.109,33.691,41.016,19.531
1578400990.343,46.387,32.715,34.668,42.480,-32.715
1578400990.347,36.133,37.109,31.250,41.504,-27.832
1578400990.351,45.898,45.898,31.738,35.645,-17.578
1578400990.355,53.711,50.293,33.691,33.691,-47.363
1578400990.359,46.387,43.457,24.902,30.762,-32.227
1578400990.362,46.387,38.086,28.809,31.250,-21.973
1578400990.366,35.645,38.086,34.668,23.438,12.207
1578400990.370,27.344,42.480,30.273,17.578,44.922
1578400990.374,40.527,40.039,26.855,28.320,48.340
1578400990.378,62.012,42.480,28.809,31.250,30.762
1578400990.382,53.223,42.480,33.203,35.645,8.301
1578400990.386,33.691,44.434,33.691,38.574,25.391
1578400990.390,38.086,44.922,40.039,34.668,68.359
1578400990.394,42.969,41.992,35.156,34.180,71.289
1578400990.398,42.969,42.480,30.762,37.598,48.340
1578400990.402,40.039,34.668,37.598,46.875,85.449
1578400990.405,34.180,28.809,41.992,48.828,54.199
1578400990.409,34.668,33.691,43.945,38.574,53.711
1578400990.413,47.852,41.504,43.457,35.645,65.430
1578400990.417,59.570,45.410,45.898,47.363,18.555
1578400990.421,52.734,41.504,46.387,46.875,27.344
1578400990.425,40.039,40.039,35.645,39.551,14.648
1578400990.429,35.156,41.016,35.156,38.086,-14.160
1578400990.433,49.316,38.086,39.551,36.133,-35.645
1578400990.437,52.734,39.551,39.062,34.180,-1.465
1578400990.441,36.621,40.527,37.109,44.922,56.641
1578400990.445,34.180,39.062,38.086,47.363,64.453
1578400990.448,37.109,38.574,40.527,32.227,59.570
1578400990.452,47.852,42.480,42.969,34.180,65.918
1578400990.456,58.594,41.992,45.410,44.922,49.805
1578400990.460,42.969,34.180,40.039,28.809,36.621
1578400990.464,23.438,34.180,31.250,22.461,63.965
1578400990.468,29.785,35.645,30.762,42.480,45.410
1578400990.472,45.410,38.574,35.156,41.992,-1.465
1578400990.476,48.340,48.340,33.691,41.016,0.977
1578400990.480,41.504,45.898,33.691,41.992,84.961
1578400990.484,36.621,37.109,38.574,45.410,64.941
1578400990.487,30.273,43.945,39.062,41.016,6.836
1578400990.491,30.762,41.504,36.133,28.320,47.852
1578400990.495,43.457,41.504,35.156,39.062,50.293
1578400990.499,41.016,41.016,40.039,40.527,56.152
1578400990.503,29.785,32.715,38.086,41.992,65.918
1578400990.507,28.320,32.715,32.715,48.340,56.641
1578400990.511,40.039,37.109,40.527,37.109,62.012
1578400990.515,44.922,36.621,43.457,34.180,-13.672
1578400990.519,45.410,43.945,42.480,49.805,-41.504
1578400990.523,36.133,44.922,36.621,43.457,12.207
1578400990.527,25.879,37.109,33.203,29.297,15.625
1578400990.530,39.062,35.156,34.668,34.180,-7.812
1578400990.534,48.340,43.945,31.250,36.621,83.984
1578400990.538,48.828,49.316,33.691,47.852,113.281
1578400990.542,39.551,45.898,40.527,39.062,62.988
1578400990.546,24.902,44.434,43.457,32.227,46.387
1578400990.550,31.738,46.387,43.945,51.758,34.180
1578400990.554,40.527,49.316,43.945,46.387,37.598
1578400990.558,39.551,42.969,38.086,36.133,60.059
1578400990.562,31.738,38.574,38.086,35.645,54.199
1578400990.566,22.461,39.551,39.551,27.344,41.992
1578400990.570,24.414,38.574,39.551,29.297,-15.137
1578400990.573,38.574,41.504,37.598,36.621,22.461
1578400990.577,54.199,45.898,40.039,42.480,43.457
1578400990.581,47.852,50.293,46.875,46.875,22.949
1578400990.585,35.645,44.922,40.527,39.551,3.418
1578400990.589,37.109,37.109,37.598,38.086,-10.254
1578400990.593,44.434,37.109,39.062,33.203,50.293
1578400990.597,50.781,40.039,36.133,29.297,44.922
1578400990.601,45.410,40.039,29.785,38.574,9.766
1578400990.605,34.180,40.039,26.855,38.574,18.555
1578400990.609,34.668,41.016,27.832,32.227,64.941
1578400990.612,44.922,45.898,35.156,35.645,28.809
1578400990.616,44.922,43.945,36.133,39.062,15.625
1578400990.620,35.645,31.250,29.785,34.668,51.758
1578400990.624,25.391,34.180,26.367,31.250,19.043
1578400990.628,22.461,39.062,24.414,29.785,26.367
1578400990.632,30.273,36.621,31.738,29.785,71.289
1578400990.636,38.086,41.992,35.645,29.785,91.797
1578400990.640,39.062,45.898,34.668,43.945,70.312
1578400990.644,28.809,42.969,33.203,45.898,71.289
1578400990.648,23.438,38.574,36.621,37.598,44.434
1578400990.652,34.180,40.527,43.945,40.039,0.000
1578400990.655,39.062,38.574,41.504,34.668,49.805
1578400990.659,39.062,30.762,32.715,30.273,70.312
1578400990.663,35.645,30.273,31.738,27.832,27.832
1578400990.667,36.133,38.086,34.180,29.785,20.996
1578400990.671,46.387,41.504,33.203,34.668,7.812
1578400990.675,61.035,42.969,34.180,40.527,-33.691
1578400990.679,57.129,40.039,41.016,42.480,-8.789
1578400990.683,42.969,36.621,45.898,41.992,55.176
1578400990.687,35.645,37.109,34.668,37.598,37.598
1578400990.691,22.949,31.738,30.762,26.367,-12.207
1578400990.695,27.832,33.203,37.598,24.902,-13.672
1578400990.698,42.480,34.668,37.598,35.645,21.973
1578400990.702,37.109,29.785,37.598,41.016,57.129
1578400990.706,30.273,26.367,37.109,33.203,38.574
1578400990.710,31.250,23.926,37.598,30.762,42.480
1578400990.714,42.969,26.367,35.645,41.504,58.594
1578400990.718,51.270,34.668,36.621,51.270,57.129
1578400990.722,43.945,40.527,37.598,49.316,75.195
1578400990.726,34.668,30.273,34.668,44.434,69.824
1578400990.730,34.180,28.320,34.668,37.109,35.156
1578400990.734,41.992,37.109,36.133,37.109,12.207
1578400990.737,46.387,34.668,40.039,41.992,53.711
1578400990.741,45.410,30.273,36.621,41.504,64.453
1578400990.745,45.898,29.297,36.133,43.945,2.441
1578400990.749,45.410,30.762,36.133,42.969,22.461
1578400990.753,49.805,35.156,38.086,35.645,29.785
1578400990.757,55.176,45.898,37.598,34.180,8.301
1578400990.761,43.945,41.504,29.297,32.227,21.484
1578400990.765,30.762,31.738,29.297,35.156,62.988
1578400990.769,37.109,36.133,36.621,40.039,57.129
1578400990.773,42.969,33.691,40.527,39.551,23.926
1578400990.777,52.734,35.645,41.016,45.898,2.930
1578400990.780,56.641,35.645,38.574,49.805,-2.441
1578400990.784,47.363,38.574,41.504,52.246,49.316
1578400990.788,37.598,41.504,41.016,50.293,27.832
1578400990.792,31.250,33.691,31.738,42.480,-3.906
1578400990.796,35.645,30.762,31.250,38.574,-7.324
1578400990.800,43.457,31.738,41.504,38.086,9.277
1578400990.804,37.598,41.992,35.645,39.062,-2.930
1578400990.808,30.762,46.387,28.809,43.457,-25.879
1578400990.812,45.410,46.387,33.203,44.434,3.418
1578400990.816,63.477,47.363,41.504,49.316,8.789
1578400990.820,62.988,48.828,45.898,51.270,19.531
1578400990.823,46.387,43.457,34.180,41.992,36.621
1578400990.827,38.086,37.109,31.250,41.016,55.176
1578400990.831,46.387,39.062,33.691,42.969,75.195
1578400990.835,61.035,46.875,34.180,44.922,68.359
1578400990.839,56.152,46.387,35.645,41.992,80.078
1578400990.843,43.945,41.992,34.180,38.086,35.645
1578400990.847,37.109,37.598,28.809,31.250,31.250
1578400990.851,42.969,32.227,34.180,27.832,62.500
1578400990.855,57.617,37.598,40.039,37.598,59.570
1578400990.859,61.035,41.016,38.086,41.992,33.203
1578400990.862,39.062,37.598,40.527,27.832,40.039
1578400990.866,27.344,31.250,39.551,32.227,87.402
1578400990.870,36.621,32.227,37.109,38.086,52.246
1578400990.874,39.062,41.992,36.133,21.484,23.438
1578400990.878,47.363,46.875,35.645,26.855,3.418
1578400990.882,38.574,47.852,34.668,34.180,6.348
1578400990.886,30.762,43.945,28.809,33.203,13.672
1578400990.890,38.574,42.480,28.809,35.645,22.949
1578400990.894,47.363,49.805,37.598,38.574,56.641
1578400990.898,40.039,46.387,35.156,40.039,58.594
1578400990.902,25.391,37.109,26.855,33.203,20.996
1578400990.905,26.367,36.621,28.320,35.645,0.488
1578400990.909,27.344,36.133,25.879,32.227,11.230
1578400990.913,36.621,37.109,21.973,27.344,41.504
1578400990.917,44.922,40.039,24.902,34.180,55.176
1578400990.921,33.691,38.574,27.344,37.109,0.977
1578400990.925,29.297,35.156,20.508,29.297,1.953
1578400990.929,39.062,38.574,20.996,36.621,31.250
1578400990.933,47.363,41.992,30.762,41.016,31.738
1578400990.937,40.039,35.645,26.855,33.691,46.875
1578400990.941,28.320,34.668,24.902,32.227,78.125
1578400990.945,23.926,36.133,29.785,31.250,49.805
1578400990.948,24.902,36.621,33.691,24.902,-0.488
1578400990.952,36.621,39.062,36.133,33.203,10.742
1578400990.956,47.852,38.574,38.086,52.734,24.414
1578400990.960,44.922,38.086,38.574,47.363,20.508
1578400990.964,34.668,33.203,30.273,40.039,57.617
1578400990.968,29.297,27.832,25.879,46.875,57.617
1578400990.972,30.762,28.809,28.809,40.527,59.570
1578400990.976,43.457,28.809,36.133,43.457,84.961
1578400990.980,47.363,24.902,37.598,52.734,36.133
1578400990.984,44.434,33.203,37.109,45.410,59.082
1578400990.987,45.410,45.410,39.062,42.480,97.656
1578400990.991,47.363,44.434,38.574,40.527,24.902
1578400990.995,54.688,42.969,37.109,39.062,23.926
1578400990.999,61.523,54.199,42.480,50.781,62.988
1578400991.003,55.664,55.664,40.039,54.688,58.105
1578400991.007,46.387,49.316,32.715,47.363,46.875
1578400991.011,48.828,51.758,42.969,45.410,30.762
1578400991.015,42.480,45.410,46.387,35.156,11.230
1578400991.019,35.645,37.598,38.574,30.762,-4.883
1578400991.023,29.785,31.738,35.645,35.645,-17.578
1578400991.027,31.738,30.273,38.574,41.992,-18.066
1578400991.030,32.715,33.691,36.621,46.387,-32.227
1578400991.034,32.227,35.156,32.715,38.574,33.203
1578400991.038,35.156,38.086,31.738,29.785,52.246
1578400991.042,34.180,32.227,32.715,32.227,-17.090
