timestamps,TP9,AF7,AF8,TP10,Right AUX
1578401572.054,42.480,49.805,39.062,28.809,40.039
1578401572.058,42.480,43.945,31.250,32.715,49.316
1578401572.062,37.109,43.945,32.227,33.203,76.172
1578401572.066,35.156,45.410,38.086,33.203,89.844
1578401572.069,39.062,41.504,37.598,31.738,53.223
1578401572.073,49.805,32.227,30.273,27.832,15.137
1578401572.077,59.082,30.762,33.203,31.738,6.836
1578401572.081,45.898,29.297,38.574,30.273,-1.953
1578401572.085,24.902,27.344,37.109,29.297,-12.695
1578401572.089,21.484,33.691,41.992,31.738,12.695
1578401572.093,20.996,36.621,38.574,26.855,30.762
1578401572.097,21.973,40.527,32.715,26.855,55.664
1578401572.101,23.438,40.527,33.203,35.645,87.891
1578401572.105,19.531,37.109,34.668,33.203,79.102
1578401572.109,14.160,35.156,29.785,19.043,31.738
1578401572.112,21.484,36.621,33.203,23.926,27.344
1578401572.116,40.527,36.621,35.645,41.016,38.574
1578401572.120,47.363,43.945,24.902,43.457,55.664
1578401572.124,25.391,43.945,32.227,20.508,17.578
1578401572.128,14.648,36.621,38.574,9.277,0.000
1578401572.132,14.648,35.156,28.809,2.930,33.203
1578401572.136,18.555,34.668,24.414,7.324,34.668
1578401572.140,23.926,41.992,25.391,16.113,57.617
1578401572.144,14.160,36.133,27.344,10.254,62.500
1578401572.148,19.531,28.809,30.273,14.648,52.246
1578401572.152,30.762,36.621,31.738,7.812,39.551
1578401572.155,43.457,43.945,36.133,9.277,32.715
1578401572.159,45.898,40.039,37.109,21.973,48.340
1578401572.163,32.715,26.855,25.391,20.996,2.930
1578401572.167,25.879,28.320,21.973,18.066,0.000
1578401572.171,27.832,30.762,26.855,15.137,2.930
1578401572.175,32.227,32.715,29.785,18.555,-3.906
1578401572.179,38.574,39.062,25.879,25.879,28.320
1578401572.183,34.668,39.062,24.902,28.320,34.180
1578401572.187,29.297,37.598,27.832,28.320,28.320
1578401572.191,32.227,38.574,25.391,29.785,4.883
1578401572.194,39.551,44.434,28.809,34.668,-0.488
1578401572.198,39.062,42.969,28.320,38.086,35.156
1578401572.202,30.273,34.180,22.461,39.551,41.504
1578401572.206,29.785,33.691,26.855,41.016,52.734
1578401572.210,34.668,39.062,33.203,41.016,46.875
1578401572.214,40.039,43.945,33.691,36.621,55.176
1578401572.218,41.992,49.316,30.762,34.668,50.781
1578401572.222,37.109,49.805,31.738,41.016,8.301
1578401572.226,33.691,46.387,33.203,42.969,-16.602
1578401572.230,37.109,47.852,33.203,38.574,-1.953
1578401572.234,41.016,44.434,31.250,35.645,22.461
1578401572.237,48.828,45.898,38.574,43.945,10.742
1578401572.241,44.922,43.945,41.016,43.457,21.973
1578401572.245,34.668,41.504,29.785,34.668,-4.395
1578401572.249,31.250,41.992,39.062,33.691,17.578
1578401572.253,37.109,43.945,35.645,35.645,22.461
1578401572.257,37.109,46.387,27.344,30.762,3.906
1578401572.261,24.414,40.039,36.621,25.879,50.293
1578401572.265,21.484,42.480,42.969,30.273,63.477
1578401572.269,23.438,51.270,40.527,27.832,39.551
1578401572.273,26.855,51.758,42.969,21.973,24.902
1578401572.277,27.832,43.945,41.992,17.578,17.090
1578401572.280,24.902,40.527,39.062,21.973,18.066
1578401572.284,18.555,40.039,38.086,30.273,58.105
1578401572.288,23.438,38.086,36.133,24.414,98.633
1578401572.292,33.203,41.992,38.086,23.438,85.938
1578401572.296,34.180,45.410,38.086,31.250,55.176
1578401572.300,32.715,49.805,37.109,32.715,31.250
1578401572.304,25.879,47.852,36.133,29.785,7.324
1578401572.308,26.855,48.828,41.504,30.762,53.223
1578401572.312,38.574,50.293,48.340,25.879,12.695
1578401572.316,40.039,41.992,36.621,14.648,-71.289
1578401572.319,33.203,37.109,28.809,16.113,-20.020
1578401572.323,27.832,42.969,35.645,26.855,57.129
1578401572.327,29.297,46.387,37.109,31.738,76.172
1578401572.331,30.273,32.715,39.062,20.508,54.199
1578401572.335,29.785,35.645,43.457,11.719,31.738
1578401572.339,27.344,47.363,43.457,22.461,18.555
1578401572.343,20.020,47.363,41.504,26.367,65.918
1578401572.347,15.137,48.828,43.457,21.973,108.887
1578401572.351,20.020,49.805,43.457,24.902,74.219
1578401572.355,26.855,51.270,47.363,30.762,1.465
1578401572.359,21.484,40.039,42.480,31.738,0.000
1578401572.362,15.625,32.227,35.645,28.320,34.180
1578401572.366,20.020,40.039,42.969,28.320,9.277
1578401572.370,24.902,38.574,45.410,26.367,-38.574
1578401572.374,34.668,32.715,41.016,32.715,43.457
1578401572.378,42.480,40.527,42.969,37.109,86.914
1578401572.382,32.227,43.945,41.504,26.855,53.711
1578401572.386,22.949,45.410,47.852,24.414,68.848
1578401572.390,29.297,47.363,54.199,25.391,80.078
1578401572.394,30.273,41.992,43.457,20.508,55.176
1578401572.398,20.508,38.574,36.621,20.508,-12.695
1578401572.402,22.461,38.574,36.133,28.320,-5.859
1578401572.405,25.879,37.109,35.645,34.180,33.691
1578401572.409,24.902,36.621,33.691,29.785,3.906
1578401572.413,36.621,38.574,34.180,26.855,47.363
1578401572.417,41.504,37.109,37.109,27.344,48.340
1578401572.421,35.645,37.109,38.574,29.297,31.738
1578401572.425,33.203,38.574,40.527,31.250,67.871
1578401572.429,32.715,37.109,45.410,28.320,22.949
1578401572.433,34.180,39.062,52.246,28.320,7.812
1578401572.437,40.039,40.527,54.199,36.133,68.359
1578401572.441,32.715,40.039,41.504,39.551,110.840
1578401572.444,20.020,34.668,36.621,37.109,52.734
1578401572.448,17.578,31.738,43.457,31.738,54.688
1578401572.452,24.902,39.062,41.016,29.785,34.180
1578401572.456,35.156,37.598,35.645,32.715,5.859
1578401572.460,37.598,38.086,39.062,31.250,57.129
1578401572.464,33.203,40.039,43.945,30.273,49.805
1578401572.468,38.086,35.645,46.875,39.062,12.695
1578401572.472,44.434,38.086,47.852,40.039,2.930
1578401572.476,36.133,45.410,41.504,25.391,41.992
1578401572.480,28.809,41.992,37.598,25.879,67.383
1578401572.484,21.973,36.621,38.086,28.320,59.082
1578401572.487,21.484,35.645,37.109,23.438,51.758
1578401572.491,27.832,37.109,39.551,22.949,22.461
1578401572.495,26.855,37.109,40.527,20.996,50.781
1578401572.499,31.738,40.527,37.598,29.297,77.637
1578401572.503,32.227,41.016,40.527,30.273,67.383
1578401572.507,25.391,32.715,40.527,20.508,34.668
1578401572.511,29.297,35.645,36.133,20.508,0.488
1578401572.515,33.691,35.645,30.273,18.066,52.246
1578401572.519,32.227,38.086,37.109,24.902,108.398
1578401572.523,20.996,37.598,45.898,31.250,82.520
1578401572.527,14.160,29.297,45.410,22.949,23.438
1578401572.530,19.043,30.762,43.457,17.090,-11.230
1578401572.534,29.297,35.645,41.016,27.832,44.922
1578401572.538,35.156,33.203,42.969,34.668,72.266
1578401572.542,33.691,33.691,46.387,36.133,50.781
1578401572.546,30.273,35.156,41.016,31.250,68.848
1578401572.550,22.461,29.297,38.086,14.160,44.922
1578401572.554,25.879,32.227,37.598,15.625,60.059
1578401572.558,35.645,37.109,43.457,23.438,77.148
1578401572.562,26.367,36.133,50.293,26.855,17.578
1578401572.566,22.461,39.551,49.805,30.273,-23.926
1578401572.569,23.438,36.621,38.574,21.484,-42.480
1578401572.573,28.320,40.039,34.180,17.578,9.766
1578401572.577,40.039,44.434,44.434,24.902,0.000
1578401572.581,30.273,37.109,40.039,23.438,5.371
1578401572.585,16.113,31.250,34.668,18.066,72.754
1578401572.589,9.766,26.367,38.086,13.672,50.781
1578401572.593,16.602,29.297,42.969,18.555,-5.371
1578401572.597,25.391,38.574,45.410,23.438,0.488
1578401572.601,21.484,38.086,44.922,22.461,40.527
1578401572.605,21.973,40.039,43.457,30.762,34.668
1578401572.609,17.578,34.180,37.598,20.996,39.551
1578401572.612,16.113,27.344,34.180,8.789,30.273
1578401572.616,14.648,26.855,30.762,11.719,6.836
1578401572.620,8.301,30.762,30.273,9.766,-11.230
1578401572.624,7.812,34.180,37.109,11.719,10.254
1578401572.628,12.695,28.809,36.133,14.160,25.391
1578401572.632,25.391,28.809,39.062,21.973,-18.066
1578401572.636,29.785,30.762,41.016,25.879,42.969
1578401572.640,22.461,35.156,40.527,29.785,85.449
1578401572.644,21.484,37.109,42.480,36.621,49.805
1578401572.648,16.602,35.645,45.410,31.250,79.102
1578401572.652,15.137,35.156,34.668,24.414,-1.953
1578401572.655,23.926,36.133,28.809,26.367,-60.547
1578401572.659,20.020,35.645,41.016,21.973,-4.883
1578401572.663,20.996,38.086,40.039,23.438,43.945
1578401572.667,23.438,37.598,34.180,26.855,48.340
1578401572.671,26.367,26.367,35.156,27.344,20.996
1578401572.675,37.109,30.762,41.016,27.832,-15.625
1578401572.679,43.457,37.598,51.270,32.715,23.438
1578401572.683,36.133,37.598,48.828,40.039,39.062
1578401572.687,21.484,33.691,41.016,36.621,26.367
1578401572.691,20.508,30.762,37.109,34.180,36.133
1578401572.694,28.809,31.738,33.203,31.250,4.883
1578401572.698,36.133,38.574,28.320,32.715,59.082
1578401572.702,34.668,41.504,31.738,38.086,94.727
1578401572.706,25.391,38.086,40.527,30.762,41.504
1578401572.710,20.020,43.457,40.039,19.531,21.973
1578401572.714,32.227,49.805,43.945,25.391,20.508
1578401572.718,41.016,47.852,43.945,31.738,13.672
1578401572.722,31.738,43.945,36.133,26.855,21.484
1578401572.726,27.344,41.504,34.180,27.344,-7.324
1578401572.730,31.250,36.133,40.527,33.691,-17.578
1578401572.734,42.969,36.621,33.691,32.715,16.113
1578401572.737,52.734,44.922,30.273,38.574,8.301
1578401572.741,48.340,41.504,41.016,41.992,16.602
1578401572.745,40.527,34.180,43.945,38.574,16.602
1578401572.749,44.434,33.691,49.316,41.016,13.672
1578401572.753,50.293,35.645,43.457,35.645,17.090
1578401572.757,48.340,36.133,35.156,33.203,19.043
1578401572.761,41.504,33.691,40.039,37.598,5.371
1578401572.765,38.574,31.250,40.039,39.062,44.922
1578401572.769,35.645,33.691,36.621,39.551,83.984
1578401572.773,33.203,38.086,35.645,30.762,56.152
1578401572.777,35.645,34.668,40.039,31.738,58.594
1578401572.780,34.668,39.551,42.969,41.016,64.453
1578401572.784,29.297,40.527,39.062,43.457,54.199
1578401572.788,23.438,30.762,38.574,38.086,11.719
1578401572.792,28.320,33.203,44.434,35.156,25.391
1578401572.796,40.039,39.062,42.480,36.133,75.195
1578401572.800,44.434,41.992,39.062,41.016,49.316
1578401572.804,35.156,41.016,40.527,45.410,51.758
1578401572.808,29.297,35.156,42.480,39.551,65.430
1578401572.812,30.273,34.668,41.504,31.250,36.133
1578401572.816,31.738,34.180,43.945,27.344,-8.301
1578401572.819,34.180,33.691,43.457,31.738,12.207
1578401572.823,34.668,39.551,41.016,35.156,43.945
1578401572.827,32.227,40.039,40.039,29.297,6.836
1578401572.831,36.621,39.551,37.109,35.156,-9.277
1578401572.835,45.410,47.852,43.945,47.363,20.996
1578401572.839,24.902,45.410,42.480,26.855,105.469
1578401572.843,8.301,37.109,34.180,22.461,72.754
1578401572.847,5.371,33.691,32.715,21.484,-8.789
1578401572.851,7.812,35.156,28.809,6.836,72.266
1578401572.855,15.625,46.387,27.344,9.766,98.633
1578401572.859,18.555,45.410,32.227,12.695,59.082
1578401572.862,11.719,41.992,37.598,17.578,38.574
1578401572.866,1.953,41.016,37.109,23.926,-6.836
1578401572.870,14.160,45.898,44.434,31.250,1.953
1578401572.874,30.762,51.270,52.246,32.227,34.668
1578401572.878,26.855,43.457,40.039,24.902,32.715
1578401572.882,20.996,39.062,24.902,23.926,16.113
1578401572.886,22.461,35.645,33.203,25.391,59.570
1578401572.890,30.273,39.551,41.016,20.020,38.574
1578401572.894,36.133,45.898,34.668,16.602,10.742
1578401572.898,38.574,41.504,46.875,27.344,21.484
1578401572.902,37.109,40.039,47.852,31.738,84.473
1578401572.905,25.391,43.457,36.133,25.391,105.469
1578401572.909,29.785,46.875,41.992,23.926,36.133
1578401572.913,38.086,44.922,35.645,20.508,20.020
1578401572.917,39.551,37.598,25.879,27.344,-8.301
1578401572.921,43.457,41.504,29.785,34.180,-29.785
1578401572.925,37.598,42.969,31.250,28.809,46.387
1578401572.929,37.109,37.109,33.691,24.902,55.664
1578401572.933,42.480,41.504,39.551,24.902,3.906
1578401572.937,39.551,46.875,46.387,26.367,-6.348
1578401572.941,35.156,47.363,54.199,35.156,17.578
1578401572.944,24.902,44.434,42.480,32.715,57.129
1578401572.948,18.555,43.945,33.691,21.973,3.418
1578401572.952,21.484,41.992,35.645,23.926,-36.621
1578401572.956,30.762,41.504,38.086,33.691,-6.836
1578401572.960,31.738,44.922,41.992,37.109,-8.789
1578401572.964,22.949,42.969,36.133,32.715,11.230
1578401572.968,26.367,47.363,40.039,37.109,7.324
1578401572.972,33.691,51.270,44.922,40.527,6.836
1578401572.976,34.180,49.316,44.922,35.156,68.359
1578401572.980,31.738,39.062,41.992,34.668,69.824
1578401572.984,24.414,31.250,40.527,36.621,45.898
1578401572.987,18.555,36.621,39.551,30.762,53.223
1578401572.991,28.320,39.551,38.086,31.738,23.438
1578401572.995,43.457,43.945,43.945,36.133,5.371
1578401572.999,41.016,44.922,41.992,35.156,16.602
1578401573.003,26.855,39.062,37.598,33.691,67.383
1578401573.007,21.973,36.133,38.574,28.809,100.098
1578401573.011,24.902,41.504,38.086,28.809,94.238
1578401573.015,24.414,46.875,36.133,29.297,97.656
1578401573.019,24.902,42.480,32.715,31.738,61.035
1578401573.023,26.367,37.109,30.273,37.598,44.922
1578401573.027,22.461,37.598,41.504,34.668,60.059
1578401573.030,26.367,35.156,42.969,30.273,74.219
1578401573.034,27.344,28.320,26.855,22.949,75.195
1578401573.038,27.344,33.203,27.832,21.484,57.129
1578401573.042,25.391,40.039,34.180,28.809,44.434
1578401573.046,21.973,42.969,35.645,31.250,0.977
1578401573.050,27.344,45.410,33.691,29.785,-23.438
1578401573.054,36.621,43.945,33.203,28.320,40.527
1578401573.058,45.898,46.387,33.203,31.738,99.121
1578401573.062,51.270,43.457,40.039,47.363,92.773
1578401573.066,43.457,44.434,55.664,48.340,34.180
1578401573.069,26.855,41.504,44.922,26.367,24.414
1578401573.073,18.066,34.668,34.180,11.230,24.414
1578401573.077,25.391,39.551,33.691,20.020,40.039
1578401573.081,34.668,42.969,34.668,32.227,52.246
1578401573.085,19.531,41.992,38.574,19.043,42.969
1578401573.089,19.531,42.969,33.691,20.020,31.250
1578401573.093,27.344,41.504,34.668,21.973,-3.418
1578401573.097,24.902,40.039,39.062,16.602,17.578
1578401573.101,31.250,41.504,42.969,35.156,50.781
1578401573.105,22.949,48.340,49.805,33.691,78.125
1578401573.109,14.648,37.598,38.086,17.090,20.508
1578401573.112,25.879,32.227,29.297,18.555,-2.930
1578401573.116,35.156,42.480,40.039,27.344,87.891
1578401573.120,31.738,41.992,39.551,34.668,88.379
1578401573.124,33.203,36.621,35.645,40.039,47.363
1578401573.128,36.621,35.156,39.062,31.250,42.480
1578401573.132,33.691,37.109,36.133,21.484,18.555
1578401573.136,38.574,42.969,34.668,26.367,31.250
1578401573.140,40.039,41.992,37.598,29.785,65.430
1578401573.144,30.762,35.645,36.133,31.250,62.500
1578401573.148,22.949,34.668,31.738,29.785,38.574
1578401573.152,26.367,41.504,32.227,27.832,30.762
1578401573.155,28.320,38.574,31.738,28.809,58.105
1578401573.159,31.250,35.645,37.109,34.668,88.379
1578401573.163,30.273,36.133,38.574,35.645,103.516
1578401573.167,24.414,25.879,28.320,31.250,78.125
1578401573.171,30.762,27.832,34.668,30.762,34.668
1578401573.175,39.062,35.156,42.969,32.715,34.180
1578401573.179,41.992,41.504,39.062,34.668,11.230
1578401573.183,32.227,40.527,40.039,32.227,26.855
1578401573.187,19.043,36.621,37.598,24.902,77.148
1578401573.191,22.461,41.992,33.203,25.879,77.637
1578401573.194,26.855,35.156,28.809,26.367,51.758
1578401573.198,23.926,28.809,26.367,29.297,38.574
1578401573.202,24.902,35.645,32.715,38.086,47.852
1578401573.206,24.414,41.016,43.457,35.156,23.926
1578401573.210,21.973,42.480,41.016,26.367,2.441
1578401573.214,24.902,41.016,38.086,25.879,21.973
1578401573.218,31.738,31.250,43.457,33.691,12.695
1578401573.222,31.738,38.574,44.922,41.504,29.297
1578401573.226,21.973,48.340,40.527,37.598,29.297
1578401573.230,21.484,48.340,33.691,27.832,20.996
1578401573.234,25.879,45.410,38.574,21.484,47.363
1578401573.237,27.832,42.480,36.621,23.438,13.672
1578401573.241,25.879,47.363,33.203,30.762,-2.930
1578401573.245,23.438,48.828,34.668,30.273,41.504
1578401573.249,27.832,43.457,41.016,30.762,60.547
1578401573.253,32.715,44.922,49.805,30.273,41.016
1578401573.257,39.062,53.711,48.340,32.227,32.715
1578401573.261,34.180,47.363,41.992,29.785,61.523
1578401573.265,20.996,39.551,40.527,17.090,82.520
1578401573.269,21.973,39.551,38.574,16.602,41.504
1578401573.273,29.785,41.504,30.762,18.555,14.160
1578401573.277,31.738,45.410,32.715,16.113,79.102
1578401573.280,32.227,47.852,36.621,23.438,113.770
1578401573.284,31.250,47.363,39.551,36.621,50.293
1578401573.288,26.367,41.504,44.434,35.645,30.762
1578401573.292,27.344,43.457,41.992,26.367,-15.625
1578401573.296,34.668,51.758,37.598,23.438,-52.246
1578401573.300,39.551,52.734,43.945,35.645,-12.207
1578401573.304,41.016,41.992,41.016,47.363,4.395
1578401573.308,38.086,41.504,29.297,33.691,12.207
1578401573.312,24.902,51.270,30.762,5.859,-2.930
1578401573.316,21.484,44.434,37.109,5.859,-15.625
1578401573.319,33.203,41.992,40.039,27.832,1.465
1578401573.323,28.809,48.340,40.039,27.344,27.344
1578401573.327,22.949,46.875,36.621,28.320,24.902
1578401573.331,29.297,48.828,32.227,26.855,5.371
1578401573.335,43.945,46.875,40.039,27.832,-0.488
1578401573.339,44.922,44.922,37.109,29.297,27.832
1578401573.343,41.504,53.711,32.227,22.949,8.789
1578401573.347,43.457,51.270,34.180,27.832,34.668
1578401573.351,32.715,43.945,25.879,19.531,77.148
1578401573.355,30.762,47.852,22.949,19.043,64.941
1578401573.359,35.645,44.434,17.090,29.785,67.871
1578401573.362,36.133,43.457,17.578,30.762,88.379
1578401573.366,35.645,47.363,27.344,26.855,89.355
1578401573.370,33.203,46.387,31.250,21.973,23.926
1578401573.374,39.551,44.922,31.250,23.438,11.230
1578401573.378,46.387,40.039,28.320,28.809,24.414
1578401573.382,39.062,30.762,25.879,25.391,28.809
1578401573.386,31.738,32.715,30.762,22.461,27.832
1578401573.390,29.785,33.691,33.203,26.367,23.926
1578401573.394,35.645,34.668,31.738,31.250,74.219
1578401573.398,42.969,40.527,37.598,39.062,73.242
1578401573.402,41.504,39.062,41.992,40.527,33.203
1578401573.405,38.574,34.668,39.551,36.621,30.762
1578401573.409,41.504,41.504,40.039,41.504,17.578
1578401573.413,49.316,55.664,45.898,46.387,-0.977
1578401573.417,45.898,48.340,46.387,36.133,32.227
1578401573.421,43.945,37.598,42.969,30.762,47.852
1578401573.425,45.898,39.062,41.504,34.668,29.785
1578401573.429,43.945,35.645,38.086,32.227,54.199
1578401573.433,46.387,37.109,41.504,31.738,21.973
1578401573.437,49.316,41.504,52.734,38.086,-10.742
1578401573.441,44.922,39.062,55.664,39.062,65.918
1578401573.444,42.480,40.039,58.594,41.992,77.148
1578401573.448,41.992,46.387,58.594,43.457,81.055
1578401573.452,34.668,38.086,40.527,34.668,89.844
1578401573.456,32.715,25.391,35.156,30.762,46.387
1578401573.460,31.738,32.715,49.316,34.668,34.180
1578401573.464,29.785,41.504,53.711,42.480,36.133
1578401573.468,28.320,39.062,42.969,38.574,33.691
1578401573.472,29.785,34.668,37.598,21.973,32.227
1578401573.476,37.598,38.574,48.828,22.461,66.895
1578401573.480,39.062,44.922,57.617,36.133,54.688
1578401573.484,28.320,36.621,58.594,34.668,0.000
1578401573.487,19.531,28.320,59.082,28.809,49.805
1578401573.491,22.949,29.785,51.270,23.438,28.320
1578401573.495,32.715,38.086,49.316,21.484,17.090
1578401573.499,33.691,40.527,49.316,24.902,-3.418
1578401573.503,24.902,40.527,50.293,24.414,22.949
1578401573.507,28.809,51.270,57.129,30.273,76.660
1578401573.511,41.016,55.176,61.523,39.551,35.156
1578401573.515,34.180,47.852,65.430,36.133,22.949
1578401573.519,21.973,46.387,62.988,29.785,38.086
1578401573.523,4.395,38.086,59.082,19.043,52.246
1578401573.527,-3.906,41.016,61.035,16.602,19.531
1578401573.530,5.859,56.152,69.824,21.973,67.871
1578401573.534,-6.348,65.918,66.895,-6.348,81.543
1578401573.538,-26.367,65.430,71.289,-29.785,14.648
1578401573.542,-40.527,59.570,69.336,-35.156,-49.316
1578401573.546,-58.594,56.152,58.594,-53.223,-66.406
1578401573.550,-69.824,61.523,68.848,-70.312,14.160
1578401573.554,-67.871,71.289,75.684,-75.195,24.414
1578401573.558,-63.477,78.613,80.566,-70.312,12.207
1578401573.562,-74.219,74.219,84.961,-73.730,60.059
1578401573.566,-90.332,78.613,88.867,-82.031,11.719
1578401573.569,-87.402,76.660,86.426,-81.055,-14.648
1578401573.573,-67.871,61.035,80.566,-73.730,16.602
1578401573.577,-61.035,55.664,68.848,-68.359,75.684
1578401573.581,-48.340,51.758,62.500,-49.805,60.059
1578401573.585,-35.645,56.152,64.453,-37.109,14.160
1578401573.589,-28.320,51.758,62.500,-31.250,40.039
1578401573.593,-13.184,36.133,52.734,-20.508,70.801
1578401573.597,1.953,33.203,46.387,-13.184,54.199
1578401573.601,10.254,34.668,51.758,6.348,50.293
1578401573.605,13.184,31.738,44.922,25.879,58.594
1578401573.609,16.602,28.320,29.297,22.461,73.730
1578401573.612,25.391,25.391,29.297,25.391,11.230
1578401573.616,46.875,26.367,33.691,46.875,-40.527
1578401573.620,59.082,21.973,33.203,51.270,30.762
1578401573.624,59.570,22.461,35.645,57.129,72.266
1578401573.628,65.918,31.738,33.203,64.453,75.195
1578401573.632,68.359,21.484,22.461,53.711,47.852
1578401573.636,64.941,20.020,24.902,52.734,20.020
1578401573.640,61.523,28.320,22.949,60.547,80.078
1578401573.644,55.664,23.926,16.602,62.012,98.633
1578401573.648,53.223,22.949,27.344,64.941,57.617
